recid,assignmt,sex,age,earnings,prevearn,married,pbhous,wkless13,bfeduca,recommended_training,pred_earnings_classroom,pred_earnings_ojt,pred_earnings_other,pred_earnings_control,prob_control,prob_classroom,prob_ojt,prob_other,dr_score_classroom,dr_score_ojt,dr_score_other,dr_score_control
300257,Control,Male,36,83.989,10.0,Not married,No,Worked,12,other,27.95399276,23.79157659,21.77719196,17.19303395,0.4637183157126381,0.22437556442168385,0.19044745181627087,0.12145866804940711,27.95399276,23.79157659,533.9827762884352,17.19303395
300258,Treatment,Male,24,4.881,4.1039111,Not married,No,Did not work,8,other,18.624312,18.40539153,16.70731052,14.98085077,0.3567439252293564,0.160252398452154,0.33982094112131767,0.14318273519717206,18.624312,18.40539153,-65.88861491552399,14.98085077
300265,Control,Female,37,37.122,3.0,Married,No,Did not work,8,OJT,15.29010938,16.32141406,15.18327274,12.63990345,0.3900035765053785,0.23257647268944714,0.2644355949346226,0.1129843558705518,15.29010938,16.32141406,15.18327274,12.63990345
300270,Treatment,Male,23,0.225,4.1039111,Not married,No,Worked,12,other,13.30600537,18.77353204,16.10241163,15.41981979,0.31444932726935226,0.17327564585687472,0.36699279418647185,0.14528223268730114,13.30600537,18.77353204,-93.18425981160578,15.41981979
300273,Control,Male,74,2.824,5.0,Married,No,Worked,16,OJT,-54.34253311,17.8881842,19.49628536,18.98455488,0.32490138732621027,0.1649496250578265,0.4092976533703441,0.10085133424561923,-54.34253311,17.8881842,19.49628536,18.98455488
300274,Control,Female,30,10.371,0.0,Not married,No,Worked,10,OJT,8.572374795,13.47057442,11.39030007,8.866649779,0.3504838928702263,0.31065634645753076,0.18968312464150058,0.14917663603074235,8.572374795,13.47057442,11.39030007,8.866649779
300276,Treatment,Female,34,25.585,0.0,Not married,Yes,Did not work,12,classroom,0.919012368,14.729544,13.16381862,10.51058162,0.3312046220553712,0.24217023297754792,0.2896880512172548,0.13693709374982618,102.77293276409935,14.729544,13.16381862,10.51058162
300279,Treatment,Male,41,17.47,8.12,Married,No,Did not work,8,classroom,34.67771253,22.92933088,23.70847996,21.27002385,0.31376780348147226,0.11288456688104441,0.46354005817016897,0.10980757146731422,-117.75864795259068,22.92933088,23.70847996,21.27002385
300282,Treatment,Female,38,0.0,2.444656,Not married,No,Worked,11,classroom,12.50006211,14.75833322,12.85173751,10.26309099,0.35659306354925535,0.24992406940398396,0.2418398036773067,0.15164306336945407,-37.51537713844856,14.75833322,12.85173751,10.26309099
300287,Control,Male,27,10.047,0.086,Not married,No,Did not work,11,other,16.71223624,15.5440738,14.03471297,13.48110205,0.3410131310462195,0.17052476807742037,0.3094674360125173,0.17899466486384283,16.71223624,15.5440738,-8.243677131924889,13.48110205
300288,Control,Female,38,62.424,14.665,Not married,No,Did not work,16,other,94.07341691,30.78250473,26.18633646,33.87545043,0.42857836537178845,0.2728787489585523,0.025437994431066643,0.27310489123859266,94.07341691,30.78250473,158.87404987170044,33.87545043
300290,Treatment,Male,63,0.0,1.045,Not married,No,Worked,8,OJT,10.84607027,11.05900553,11.16147059,9.939536022,0.3701790771889536,0.06775131805217077,0.33106758475900083,0.23100201999987474,10.84607027,11.05900553,11.16147059,9.939536022
300292,Treatment,Male,28,0.0,0.0,Not married,No,Worked,12,other,11.62106773,14.89407218,12.42120174,13.81380379,0.3018306506904788,0.15663992601813084,0.3110791004870054,0.230450322804385,11.62106773,14.89407218,-41.47849164660285,13.81380379
300293,Treatment,Male,27,4.302,4.1039111,Not married,No,Did not work,10,other,17.37434141,19.52734978,17.013332,16.43684431,0.3557020824405648,0.15814241408620314,0.33868271521884935,0.1474727882543826,17.37434141,19.52734978,-69.18109173377817,16.43684431
300294,Treatment,Female,27,26.214,5.73,Not married,No,Did not work,10,classroom,14.97844632,18.53311101,17.53263086,16.56990581,0.35163746462837314,0.23690715456075181,0.2736985122530233,0.13775686855785177,62.40442507877482,18.53311101,17.53263086,16.56990581
300298,Control,Female,22,17.943,2.4,Married,No,Did not work,10,OJT,14.8057964,16.60649599,15.61809076,13.25096108,0.36419251596251,0.2610878705134542,0.22797959987450836,0.1467400136495274,14.8057964,16.60649599,15.61809076,13.25096108
300301,Control,Male,40,0.0,6.0,Not married,No,Did not work,9,classroom,15.61035614,20.78870024,17.68995211,17.26247215,0.369101700815075,0.12378934683652651,0.3742752056277858,0.1328337467206126,-110.49384053707507,20.78870024,17.68995211,17.26247215
300302,Treatment,Female,39,12.586,1.0,Not married,No,Did not work,11,OJT,10.25617192,15.33704418,14.18653958,12.25216981,0.3510161565069208,0.21472957355827224,0.24929253105093693,0.18496173888387,10.25617192,15.33704418,14.18653958,12.25216981
300303,Treatment,Male,54,5.637,0.0,Not married,No,Worked,9,OJT,6.481639835,11.76471856,11.06515795,10.52150447,0.3389580237141243,0.0970242053050158,0.30156124930318456,0.2624565216776753,6.481639835,11.76471856,11.06515795,10.52150447
300305,Control,Female,68,1.935,0.0,Married,No,Worked,11,OJT,10.64497994,9.74016924,11.54892446,7.94664595,0.3438586170702808,0.3619433355440983,0.22155001349503642,0.07264803389058452,10.64497994,9.74016924,11.54892446,7.94664595
300307,Treatment,Male,26,5.992,2.725,Not married,No,Did not work,11,OJT,16.33503827,18.57608932,16.14984111,16.02603191,0.35120871931739733,0.1644901480340902,0.3258182879477991,0.15848284470071336,16.33503827,18.57608932,16.14984111,16.02603191
300308,Control,Male,42,2.993,1.1,Not married,No,Worked,13,other,14.20222211,15.34621655,12.88599767,15.0379077,0.31591785290511354,0.1240335107327528,0.33376271294815424,0.2262859234139794,14.20222211,15.34621655,-30.833017285699334,15.0379077
300309,Control,Male,41,0.0,0.671,Not married,No,Worked,12,OJT,11.88437672,14.5780999,12.47620601,13.79631941,0.3155018695795508,0.12650024704494958,0.3241046419653048,0.23389324141019482,11.88437672,14.5780999,12.47620601,13.79631941
300312,Treatment,Female,37,30.894,2.444656,Married,No,Did not work,16,other,11.47218737,18.6848084,15.97209208,17.58800222,0.27653929932696775,0.2575313528790234,0.18267646598333465,0.28325288181067426,11.47218737,18.6848084,68.65260789545347,17.58800222
300316,Treatment,Female,32,22.636,5.2,Not married,No,Did not work,9,classroom,13.10179685,17.75470478,16.79674007,15.38525679,0.36277346065319377,0.22427098507474183,0.2750724791588512,0.1378830751132132,55.613774700467715,17.75470478,16.79674007,15.38525679
300317,Treatment,Female,37,22.895,3.0,Married,No,Did not work,12,OJT,11.939585,17.70129679,15.81185208,14.89620731,0.34351702574097026,0.25976453251030596,0.2356725977656378,0.161045843983086,11.939585,17.70129679,15.81185208,14.89620731
300318,Treatment,Female,31,9.343,11.475,Not married,No,Did not work,13,other,21.64445699,24.8741805,22.39838716,26.06396092,0.3235159247938692,0.22875992380670804,0.27643835965306773,0.1712857917463551,21.64445699,24.8741805,-53.82152008912425,26.06396092
300320,Treatment,Female,54,17.181,8.786,Not married,No,Did not work,12,OJT,25.34163469,21.72202335,18.95125197,20.59336765,0.29665783583000754,0.13592393044969253,0.3754831361576021,0.19193509756269797,25.34163469,21.72202335,18.95125197,20.59336765
300322,Treatment,Female,32,1.611,0.55,Married,No,Did not work,12,classroom,8.724482757,15.7275178,14.28674656,12.62059804,0.3446577280606336,0.2579565174258154,0.2102803210621044,0.18710543345144645,-18.851803463586524,15.7275178,14.28674656,12.62059804
300325,Control,Female,23,1.455,0.0,Not married,Yes,Worked,13,classroom,5.180345911,14.29483424,10.79671933,9.112105958,0.32068506956375376,0.368268766181256,0.17748997354934384,0.13355619070564634,-4.9354886454566405,14.29483424,10.79671933,9.112105958
300326,Treatment,Male,24,14.757,0.0,Not married,No,Worked,15,other,17.58563173,16.42821552,12.69183048,17.65332431,0.29261358302276563,0.16470124003613154,0.31203463618813165,0.23065054075297112,17.58563173,16.42821552,21.645503483575638,17.65332431
300327,Treatment,Female,38,0.0,3.792,Not married,No,Did not work,10,classroom,10.7704768,17.12936629,15.90593695,14.40986605,0.3590620071960062,0.21408055937155981,0.269970132991025,0.15688730044140892,-39.53991491243326,17.12936629,15.90593695,14.40986605
300330,Treatment,Male,26,11.636,0.3,Not married,No,Did not work,8,OJT,15.23771638,14.86510986,14.04860522,11.31453347,0.3544259722125747,0.16529687186864928,0.31586520469282336,0.16441195122595256,15.23771638,14.86510986,14.04860522,11.31453347
300331,Treatment,Female,34,0.201,0.2,Not married,No,Worked,12,other,10.57077894,13.6160568,11.48898159,10.13199572,0.34685826725995705,0.30248873316293284,0.19105603064097132,0.1595969689361387,10.57077894,13.6160568,-59.23906334246224,10.13199572
300332,Treatment,Male,28,17.739,0.0,Not married,No,Worked,12,OJT,11.62106773,14.89407218,12.42120174,13.81380379,0.3018306506904788,0.15663992601813084,0.3110791004870054,0.230450322804385,11.62106773,14.89407218,12.42120174,13.81380379
300333,Control,Male,39,8.284,2.8,Not married,No,Did not work,14,OJT,10.44662419,20.489636,16.1826251,19.23150642,0.3551562417377865,0.1400847234987698,0.3164479818023933,0.18831105296105027,10.44662419,20.489636,16.1826251,19.23150642
300335,Treatment,Female,67,0.0,2.444656,Married,No,Did not work,12,OJT,4.524898562,16.8699277,13.66190537,12.90446003,0.3299158932165507,0.24495862355596668,0.3210717791875711,0.10405370403991145,4.524898562,16.8699277,13.66190537,12.90446003
300337,Treatment,Male,35,17.038,1.4,Not married,No,Did not work,12,classroom,10.43463478,17.49432501,14.8937506,15.62505868,0.3519729379071393,0.14977163884222328,0.31837917918615044,0.17987624406448696,54.5241918620074,17.49432501,14.8937506,15.62505868
300340,Treatment,Male,37,0.325,0.0,Not married,Yes,Worked,11,OJT,10.26895342,14.10270249,11.1861073,11.01089854,0.4296145195344844,0.13790930930460035,0.24356983935103377,0.1889063318098815,10.26895342,14.10270249,11.1861073,11.01089854
300343,Treatment,Male,31,17.16,15.0,Married,No,Did not work,12,classroom,30.864653,35.59369859,31.14670435,27.88172271,0.33985873002233274,0.21184857151655834,0.27685658464015445,0.17143611382095442,-33.82614430815569,35.59369859,31.14670435,27.88172271
300344,Treatment,Female,34,19.329,3.8,Married,No,Did not work,12,classroom,13.26934603,18.36530379,16.49356128,15.76816246,0.3471073458746204,0.2601117590030626,0.23653195274081953,0.15624894238149759,36.565693696960544,18.36530379,16.49356128,15.76816246
300346,Control,Male,34,7.551,2.1,Not married,No,Did not work,12,OJT,11.20451571,18.35690175,15.51053244,16.31774591,0.35476003259763794,0.14986026961315022,0.32243711467040037,0.17294258311881155,11.20451571,18.35690175,15.51053244,16.31774591
300351,Treatment,Male,27,4.939,4.1039111,Not married,No,Did not work,8,other,16.87247746,18.399848,16.62099633,14.95820932,0.3614605881174094,0.1531038081525763,0.34240407081380275,0.1430315329162116,16.87247746,18.399848,-65.05327571211926,14.95820932
300352,Treatment,Male,40,65.781,4.1039111,Married,No,Did not work,12,other,20.88939583,22.19000695,21.79140347,20.82601188,0.30942631397605874,0.15257992856273425,0.40195374004240825,0.13604001741879895,20.88939583,22.19000695,345.149172490112,20.82601188
300353,Control,Male,40,1.956,3.9,Married,No,Did not work,10,OJT,23.00979092,20.37610816,21.2451539,18.75554455,0.3177328228273005,0.1394305015720169,0.42396898124104565,0.11886769435963702,23.00979092,20.37610816,21.2451539,18.75554455
300355,Treatment,Female,24,0.0,5.0,Not married,No,Did not work,13,OJT,16.73291799,19.24374093,17.84167783,17.93259683,0.3296188393330957,0.24041807019317432,0.26224361259740836,0.16771947787632163,16.73291799,19.24374093,17.84167783,17.93259683
300359,Treatment,Male,27,9.449,5.915,Married,No,Did not work,8,OJT,22.93399441,20.93479257,22.73708512,19.42036602,0.321686463567816,0.134798623633754,0.4200803124175052,0.12343460038092491,22.93399441,20.93479257,22.73708512,19.42036602
300362,Treatment,Female,28,27.546,0.0,Married,No,Worked,12,classroom,6.029540378,13.84243795,13.7663369,10.15653002,0.32756227193381227,0.25025298968429033,0.2474907123868331,0.17469402599506434,92.00837183629486,13.84243795,13.7663369,10.15653002
300367,Control,Male,26,57.159,4.1039111,Married,No,Did not work,12,OJT,23.52812187,22.24155731,22.31267348,21.0944535,0.309236445873564,0.15852291123277687,0.38099917510495473,0.1512414677887045,23.52812187,22.24155731,22.31267348,21.0944535
300372,Treatment,Male,32,7.898,3.235,Not married,No,Did not work,11,classroom,12.9952216,19.14619327,16.35649951,16.43524744,0.3601054997324731,0.14988971010794036,0.33285581075781384,0.15714897940177283,-21.011259540895722,19.14619327,16.35649951,16.43524744
300373,Control,Female,60,34.745,7.0,Not married,No,Did not work,12,OJT,13.68755156,20.17711183,17.31172465,18.18709646,0.3093474217523141,0.1280392447303741,0.3780472581215552,0.1845660753957566,13.68755156,20.17711183,17.31172465,18.18709646
300376,Treatment,Female,27,0.247,0.15,Married,No,Worked,11,classroom,7.3337778,13.87655674,13.84625682,9.561691395,0.33235215254413175,0.24467797489827217,0.2584709170544016,0.16449895550319443,-21.62991540919226,13.87655674,13.84625682,9.561691395
300380,Control,Female,23,22.289,2.808,Not married,No,Did not work,12,OJT,15.92689817,17.04236034,16.1017114,14.92753067,0.33615329196192933,0.24569238303098503,0.24770080305088696,0.17045352195619864,15.92689817,17.04236034,16.1017114,14.92753067
300383,Treatment,Male,24,0.7,0.0,Not married,No,Worked,12,other,11.9764948,15.10847759,12.5385439,13.86068467,0.2999099991363174,0.16474098696256417,0.31221506109750247,0.22313395280361586,11.9764948,15.10847759,-40.51722708981128,13.86068467
300384,Control,Female,46,16.977,2.16,Not married,No,Did not work,11,OJT,8.897684438,16.16761399,14.6241097,13.16948607,0.3535217894681653,0.19504846710269902,0.269133374256335,0.18229636917280068,8.897684438,16.16761399,14.6241097,13.16948607
300385,Treatment,Female,30,19.416,1.0,Married,No,Worked,8,OJT,14.0878851,13.76679793,14.05704778,8.227642138,0.3495202780575447,0.22058858082385496,0.2960241645112902,0.13386697660731012,14.0878851,13.76679793,14.05704778,8.227642138
300387,Treatment,Male,41,35.986,3.593,Married,No,Did not work,12,classroom,20.10218488,21.55726513,21.32394635,20.3077027,0.30634549220141216,0.15550111888093984,0.4025612924434956,0.13559209647415232,122.24817093018086,21.55726513,21.32394635,20.3077027
300390,Treatment,Female,27,7.591,0.3,Not married,No,Did not work,12,OJT,13.53710322,14.99424951,14.22843473,12.45741511,0.3386130008218994,0.23556841880315105,0.2346800962610194,0.1911384841139301,13.53710322,14.99424951,14.22843473,12.45741511
300391,Treatment,Male,26,21.561,0.6,Not married,No,Did not work,11,OJT,16.67174698,16.13625837,14.47075416,13.98575848,0.34300457157867964,0.17075789782191897,0.31225044681836395,0.17398708378103744,16.67174698,16.13625837,14.47075416,13.98575848
300392,Treatment,Female,29,4.968,3.0,Married,No,Did not work,12,other,13.16150975,17.73012594,16.10972066,15.047752,0.34410526663229957,0.26402037840161796,0.2255031372352127,0.16637121773086982,13.16150975,17.73012594,-50.859318888796174,15.047752
300393,Control,Female,42,13.367,2.0,Not married,No,Did not work,14,other,17.87842862,16.810019,15.08142065,15.24513013,0.31707377990223545,0.19446028946632565,0.24796500871999488,0.24050092191144418,17.87842862,16.810019,7.952879784650332,15.24513013
300394,Treatment,Female,28,15.471,8.125,Not married,No,Did not work,12,other,16.19218625,21.36017455,19.69003154,20.7106616,0.330717247357511,0.22814603800854935,0.2962770057062734,0.14485970892766623,16.19218625,21.36017455,-9.434916806449579,20.7106616
300395,Treatment,Male,34,6.489,0.4,Married,No,Worked,11,other,17.85018939,14.55406586,17.15944062,13.79852457,0.26876320269815923,0.16027165549771125,0.40678309083431496,0.16418205096981453,17.85018939,14.55406586,-47.83207676555027,13.79852457
300398,Control,Female,27,0.337,0.0,Married,Yes,Worked,12,OJT,12.28588699,13.98263969,13.18421857,8.622119263,0.2552389877480695,0.3745374567074458,0.10657910075833564,0.2636444547861491,12.28588699,13.98263969,13.18421857,8.622119263
300400,Treatment,Male,30,0.51,4.1039111,Married,No,Did not work,12,OJT,22.50091387,22.23217423,22.186305,21.03993328,0.30941899754494623,0.15687203275772257,0.3854979437946382,0.14821102590269294,22.50091387,22.23217423,22.186305,21.03993328
300403,Treatment,Male,37,62.715,0.0,Not married,No,Worked,12,other,10.52051921,14.30162943,12.09117689,13.64826147,0.3076647544418758,0.13879301477793882,0.3070023970894927,0.24653983369069266,10.52051921,14.30162943,217.42847412170147,13.64826147
300404,Treatment,Male,32,0.0,0.0,Not married,No,Worked,12,other,11.18497741,14.65000426,12.28580693,13.75141901,0.30414252622796184,0.14862145756486797,0.30952993171666865,0.23770608449050168,11.18497741,14.65000426,-39.39905825270389,13.75141901
300407,Treatment,Female,25,56.963,3.5,Not married,No,Did not work,16,OJT,22.07653655,18.98334171,17.23256991,18.94289616,0.30169618193333536,0.21064416165159264,0.2455254885827778,0.2421341678322942,22.07653655,18.98334171,17.23256991,18.94289616
300408,Treatment,Male,31,4.998,0.2,Not married,No,Worked,12,other,11.67712798,14.89006562,12.48692842,13.8441262,0.30440375699130867,0.14966653194561974,0.3153329743538408,0.2305967367092309,11.67712798,14.89006562,-19.989369930410327,13.8441262
